scraper_id;scraperUrl;name;photo;dob;dod;aged;nationality;activity;intro
1564479977-937;https://prabook.com/web/search.html#pageNumber=475&nationality=United%20States&searchBy=text&id=;Robert Arthur Moog;https://prabook.com/web/show-profile-photo-icon.jpg?id=25751;May 23, 1934;August 21, 2005;71;United States;executive;Engineer and inventor, Robert Moog was credited with creating the first practical synthesizer, the Moog synthesizer, as well as other electronic equipment related to the production, performance, and recording of popular music. His synthesizer, in ...
1564480934-5989;https://prabook.com/web/search.html#pageNumber=186&nationality=United%20States&searchBy=text&id=;Anna Geifman;https://prabook.com/web/show-profile-photo-icon.jpg?id=2587274;October 31, 1962;NA;NA;United States;historian;Anna Geifman is an American historian. The field of her scientific interest includes political extremism, terrorism and the history of the Russian revolutionary movements. She is a Professor of History at Boston University, where she teaches ...
1564480535-3855;https://prabook.com/web/search.html#pageNumber=311&nationality=United%20States&searchBy=text&id=;Veronica Webb;https://prabook.com/web/show-profile-photo-icon.jpg?id=26089;February 25, 1965;NA;NA;United States;actor,fashion model,fashion model,journalist,journalist,writer;Veronica Webb is an American supermodel, actress, writer and journalist who appeared on covers of Vogue, Essence and Elle magazines and on the runway for Victoria's Secret and Chanel. In New York, Webb pursued a modeling career and eventually became a ...
1564480141-1787;https://prabook.com/web/search.html#pageNumber=424&nationality=United%20States&searchBy=text&id=;Creigh Deeds;https://prabook.com/web/show-profile-photo-icon.jpg?id=2609;January 4, 1958;NA;NA;United States;lawyer,state legislator;Creigh Deeds is an American politician. He is a member of the Senate of Virginia. He was the Democratic nominee for Governor of Virginia in 2009. He also ran in the 2005 race for Attorney General of Virginia. He was defeated in both of the above races ...
1564480876-5616;https://prabook.com/web/search.html#pageNumber=204&nationality=United%20States&searchBy=text&id=;Augustus Witschief Bennet;https://prabook.com/web/show-profile-photo-icon.jpg?id=2611148;October 7, 1897;June 5, 1983;85;United States;united states representative,politician;Augustus Witschief Bennet was an American politician and a United States Representative from New New York During the First World War, Bennet served in the United States Naval Reserve Flying Corps with the rating of chief quartermaster from June 8, ...
1564480414-3127;https://prabook.com/web/search.html#pageNumber=348&nationality=United%20States&searchBy=text&id=;Bonnie BERNSTEIN;https://prabook.com/web/show-profile-photo-icon.jpg?id=26306;August 16, 1970;NA;NA;United States;sports anchor,sportscaster;Bonnie Bernstein is recognized by the American Sportscasters Association as one of the most accomplished female journalists in her field. She has been named one of the top female sportscasters of all time by the American Sportscasters Association.
1564479916-636;https://prabook.com/web/search.html#pageNumber=494&nationality=United%20States&searchBy=text&id=;Andreas Tolk;https://prabook.com/web/show-profile-photo-icon.jpg?id=264488;March 14, 1964;NA;NA;United States;researcher,computer scientist;Andreas Tolk is a German computer scientist, researcher. Andreas worked as a project manager in Elektroniksystem- Logistik GmbH in Munich, Bayern, Germany from 1995 to 1998. Vice- president in Industrieanlagen-betriebsgesellschaft from 1998 to 2002.
1564480480-3515;https://prabook.com/web/search.html#pageNumber=328&nationality=United%20States&searchBy=text&id=;Barry Diller;https://prabook.com/web/show-profile-photo-icon.jpg?id=265166;February 2, 1942;NA;NA;United States;businessman,media executive;Barry Charles Dilller is an American businnessman. Chairman and Senior Executive of IAC/InterActiveCorp and Expedia, Inc. and the media executive responsible for the creation of Fox Broadcasting Company and USA Broadcasting. Diller is a member of the ...
1564479916-629;https://prabook.com/web/search.html#pageNumber=494&nationality=United%20States&searchBy=text&id=;Daniel Byrne;https://prabook.com/web/show-profile-photo-icon.jpg?id=265294;January 21, 1958;NA;NA;United States;biostatistician,computer specialist,computer specialist,educator,educator,research consultant;Daniel William Byrne, American Biomedical research consultant, biostatistician, computer specialist, educator. Programmer, medical software department surgery New York Medical College, Valhalla, 1983-1984. Computer/data analyst New York Medical ...
1564480385-2937;https://prabook.com/web/search.html#pageNumber=357&nationality=United%20States&searchBy=text&id=;Scott Cook;https://prabook.com/web/show-profile-photo-icon.jpg?id=265779;July 26, 1952;NA;NA;United States;businessman;Cook is the founder of Intuit and its CEO for the better part of 20 years, since its launch in 1983, he built the company into a $1.7 billion enterprise. He should be more famous than he is. Not just for the fact of Intuit's success, but for how Cook ...
1564480934-5976;https://prabook.com/web/search.html#pageNumber=186&nationality=United%20States&searchBy=text&id=;William Kelly;https://prabook.com/web/show-profile-photo-icon.jpg?id=266;August 22, 1811;February 11, 1888;76;United States;inventor;William Kelly was an American inventor. William studied metallurgy at the Western University of Pennsylvania. Instead of getting a job as a scientist, Kelly, his brother, and his brother-in-law started a dry goods and commission business, which they ...
1564480176-1910;https://prabook.com/web/search.html#pageNumber=416&nationality=United%20States&searchBy=text&id=;Jeffrey Burt Duncan;https://prabook.com/web/show-profile-photo-icon.jpg?id=266128;November 20, 1941;NA;NA;United States;engineer,computer systems engineer;Jeffrey Burt Duncan, American computer systems engineer. Committee member Concerned Argyle (New York ) Citizens, l987-89. Member Institute of Electrical and Electronics Engineers (senior ), Instrument Society of America (senior ), Eta Kappa Nu, Tau ...
1564480430-3213;https://prabook.com/web/search.html#pageNumber=343&nationality=United%20States&searchBy=text&id=;Jonas Kendall;https://prabook.com/web/show-profile-photo-icon.jpg?id=268;October 27, 1757;October 22, 1844;86;United States;congressman;Jonas Kendall was a U.S. Representative from Massachusetts, father of Joseph Gowing Kendall. He engaged in the manufacture of paper in Leominster, Massachusetts, in 1796. He served as member of the State house of representatives in 1800, 1801 from ...
1564480141-1786;https://prabook.com/web/search.html#pageNumber=424&nationality=United%20States&searchBy=text&id=;Stoyan Gavrilovic;https://prabook.com/web/show-profile-photo-icon.jpg?id=2759;August 22, 1894;February, 1965;70;United States;politician;Stoyan Gavrilovic was a politician, Master of Law and economics, Doctor of Law, member of different delegations, meetings. Attache Yugoslav Foreign Office, 1923. Yugoslav Legation, Berne, 1926-1928. Member Yugoslav delegations to confs. and meetings ...
1564480411-3106;https://prabook.com/web/search.html#pageNumber=349&nationality=United%20States&searchBy=text&id=;James KILBOURNE;https://prabook.com/web/show-profile-photo-icon.jpg?id=276;October 19, 1770;April 9, 1850;79;United States;congressman;Kilbourne was elected as a Democratic-Republican for two terms in the United States House of Representatives, representing Ohio's fifth district from 1813 to 1817. He was also a member of the Ohio House of Representatives. In 1991, Worthington ...
1564480911-5817;https://prabook.com/web/search.html#pageNumber=193&nationality=United%20States&searchBy=text&id=;Victoria Joiner;https://prabook.com/web/show-profile-photo-icon.jpg?id=27775;NA;NA;NA;United States;broadcaster,author,author,professor of communication,professor of communication,faculty senate president;Victoria Lynne Joiner, Professor of Communication, American broadcast executive. Fundraiser. Member Southern Communication Society, National Association of Female Executives, Adventist Radio Network Board Virginia. Program director WOCG-FM, ...
1564480934-5974;https://prabook.com/web/search.html#pageNumber=186&nationality=United%20States&searchBy=text&id=;William Mutchler;https://prabook.com/web/show-profile-photo-icon.jpg?id=283;December 21, 1831;June 23, 1893;61;United States;congressman;William Mutchler was a Democratic member of the U.S. House of Representatives from Pennsylvania. Mutchler was elected as a Democrat to the Forty-fourth Congress, where he served as chairman of the United States House Committee on Expenditures in the ...
1564480385-2930;https://prabook.com/web/search.html#pageNumber=357&nationality=United%20States&searchBy=text&id=;Angela Braly;https://prabook.com/web/show-profile-photo-icon.jpg?id=285537;July 1, 1961;NA;NA;United States;lawyer,businesswoman;Angela Braly served as President and CEO for WellPoint Inc, a large US-based health care company, and was a member of the company's board of directors. She resigned on August 28, 2012 due to shareholder criticism.
1564480155-1829;https://prabook.com/web/search.html#pageNumber=421&nationality=United%20States&searchBy=text&id=;Rensselaer Russell Nelson;https://prabook.com/web/show-profile-photo-icon.jpg?id=286;May 12, 1826;October 15, 1904;78;United States;legal officers;Rensselaer Russell Nelson (May 12, 1826 – October 15, 1904) was a United States federal judge. He was the son of U.S. Supreme Court justice Samuel Nelson.
1564480353-2732;https://prabook.com/web/search.html#pageNumber=367&nationality=United%20States&searchBy=text&id=;Carlton Mccarthy;https://prabook.com/web/show-profile-photo-icon.jpg?id=2875;August 18, 1847;1936;88;United States;mayor,publisher;Carlton McCarthy was the mayor of Richmond (Virginia, United States) from 1904 to 1908. Prior to this, he served as a soldier in the Confederate Army. He fought in local armies but was not formally enlisted private until 1864 in the Richmond Howitzers ...
1564480515-3740;https://prabook.com/web/search.html#pageNumber=317&nationality=United%20States&searchBy=text&id=;Robert Mccormick;https://prabook.com/web/show-profile-photo-icon.jpg?id=2879;July 26, 1849;April 16, 1919;69;United States;diplomat;Robert Sanderson McCormick was a United States diplomat. Born in rural Virginia, he was part of the is extended McCormick family that became influential in Chicago Life. McCormick formed a partnership with his paternal cousin Hugh Leander Adams which ...
1564480433-3240;https://prabook.com/web/search.html#pageNumber=342&nationality=United%20States&searchBy=text&id=;Gina Nemo;https://prabook.com/web/show-profile-photo-icon.jpg?id=28831;March 22, 1965;NA;NA;United States;actor,photographer,photographer,producer,producer,recording executive;Actress, musician and entertainment executive. Member Screen Actors Guild, American Federation of TV and Radio Artists, American Society of Composers. Her first job in the music business was singing for an indie label called Stepping Tone Records in ...
1564480392-2976;https://prabook.com/web/search.html#pageNumber=355&nationality=United%20States&searchBy=text&id=;Lucretia Garfield;https://prabook.com/web/show-profile-photo-icon.jpg?id=2891;April 19, 1832;March 13, 1918;85;United States;first lady of the united states,president's wife;Lucretia Rudolph Garfield was a wife of the 20th President of the United States James A. Garfield, and thus First Lady of the United States in 1881. Garfield's election to the presidency brought a cheerful family to the White House in 1881. Though Mrs.
1564480093-1479;https://prabook.com/web/search.html#pageNumber=439&nationality=United%20States&searchBy=text&id=;Augustus Hill Garland;https://prabook.com/web/show-profile-photo-icon.jpg?id=2892;June 11, 1832;January 26, 1899;66;United States;lawyer,senator;Augustus Hill Garland was an Arkansas lawyer and politician. He was a senator in both the United States and the Confederate States, served as 11th Governor of Arkansas and as Attorney General of the United States in the first administration of Grover ...
1564479968-891;https://prabook.com/web/search.html#pageNumber=478&nationality=United%20States&searchBy=text&id=;Charles Gere;https://prabook.com/web/show-profile-photo-icon.jpg?id=2897;February 18, 1838;September, 1904;66;United States;editor,senator;Charles Henry Gere was an American editor and senator. Gere taught school for a time in Pennsylvania and in Baltimore, Maryland. He enlisted on June 22, 1863 in Company B of the six-months Tenth Maryland Volunteer Infantry, which served largely in ...
1564480899-5749;https://prabook.com/web/search.html#pageNumber=197&nationality=United%20States&searchBy=text&id=;H. Jack Miller;https://prabook.com/web/show-profile-photo-icon.jpg?id=2923151;1962;NA;NA;United States;founder,president,president,self employed,self employed,commercial real estate commercial lending;H. Jack is a founder and President. H. Jack is a goodwill ambassador in QuickLiquidity, LLC in Boca Raton, Florida, United States. Since 1989 he is a founder and president in Gelt Financial, LLC in Boca Raton, Florida, United States. Commercial ...
1564480473-3465;https://prabook.com/web/search.html#pageNumber=330&nationality=United%20States&searchBy=text&id=;Kelly Maria Ripa;https://prabook.com/web/show-profile-photo-icon.jpg?id=29275;October 2, 1970;NA;NA;United States;actor;She is Hollywood most sexy actress, TV presenter. 1986–1992 Dance Party USA, 1990–2002, 2010 All My Children, 1996 Marvin's Room, 2000–present Live! with Regis and Kelly, Live! with Kelly, 2003–2006 Hope & Faith, 2007 50 Funniest Women Alive, ...
1564480921-5898;https://prabook.com/web/search.html#pageNumber=190&nationality=United%20States&searchBy=text&id=;Edward Noyes;https://prabook.com/web/show-profile-photo-icon.jpg?id=293;October 3, 1832;September 4, 1890;57;United States;diplomat;Edward Follansbee Noyes was a military man, governor and diplomat. During the Civil War in the United States (1861-1865) Noyes served in the Union army, helped raise and became a major in the 39th Ohio Volunteer Infantry. Unfortunately, he was badly ...
1564480486-3549;https://prabook.com/web/search.html#pageNumber=326&nationality=United%20States&searchBy=text&id=;Forest Whitaker;https://prabook.com/web/show-profile-photo-icon.jpg?id=294589;July 15, 1961;NA;NA;United States;actor,director,director,producer;Whitaker was born in Longview, Texas, the son of Laura Francis (n?e Smith), a special education teacher who put herself through college and earned two master's degrees while raising her children, and Forest Steven Jr., an insurance salesman. According ...
1564480854-5472;https://prabook.com/web/search.html#pageNumber=211&nationality=United%20States&searchBy=text&id=;Donald Grey Barnhouse;https://prabook.com/web/show-profile-photo-icon.jpg?id=29516;March 28, 1895;November 5, 1960;65;United States;editor,minister,minister,pastor,pastor,theologian;Christian preacher, pastor, theologian, writer. Donald Grey Barnhouse was one of the most popular and influencing American preachers. . . Some people can find him sometimes controversial, his book zeal for the Kingdom of God made him an exciting and ...
1564480459-3372;https://prabook.com/web/search.html#pageNumber=334&nationality=United%20States&searchBy=text&id=;Tyra Banks;https://prabook.com/web/show-profile-photo-icon.jpg?id=29626;December 4, 1973;NA;NA;United States;model,television personality;Banks was the first African American woman on the covers of GQ and the Sports Illustrated Swimsuit Issue. That same year, she became the first-ever African American chosen for the cover of Victoria's Secret catalog. In 2010, Banks re-signed with her ...
1564480430-3216;https://prabook.com/web/search.html#pageNumber=343&nationality=United%20States&searchBy=text&id=;John Waterman Okey;https://prabook.com/web/show-profile-photo-icon.jpg?id=297;January 3, 1827;July 25, 1885;58;United States;judge,jurist;He was a Democratic judge and legal author in the U.S. State of Ohio and was an Ohio Supreme Court Judge 1878-1885. John Waterman Okey’s legal career included 36 years in private practice and service on the Monroe County courts and the Supreme Court ...
1564480631-4460;https://prabook.com/web/search.html#pageNumber=281&nationality=United%20States&searchBy=text&id=;Vickie Hogan;https://prabook.com/web/show-profile-photo-icon.jpg?id=29824;November 28, 1967;February 8, 2007;39;United States;actor,model,model,television personality;Vickie Lynn Hogan, known briefly as Vickie Smith, before settling on Anna Nicole Smith as her moniker, was an American model, actress and television personality. Smith first gained popularity in Playboy, becoming the 1993 Playmate of the Year. She ...
1564480509-3700;https://prabook.com/web/search.html#pageNumber=319&nationality=United%20States&searchBy=text&id=;Thomas Andrew Osborn;https://prabook.com/web/show-profile-photo-icon.jpg?id=299;October 26, 1836;February 4, 1898;61;United States;diplomat,politician;The sixth Governor of Kansas and diplomat. In November of 1857, Osborn moved to Lawrence, Kansas where he became a compositor for the Herald of Freedom. The following year, Osborn was practicing law in Elwood, Kansas and was known to be a Republican ...
1564480979-6257;https://prabook.com/web/search.html#pageNumber=172&nationality=United%20States&searchBy=text&id=;Daniel Voorhees;https://prabook.com/web/show-profile-photo-icon.jpg?id=3042;September 26, 1827;March 4, 1897;69;United States;lawyer,politician;Daniel Wolsey Voorhees was a lawyer and United States Senator from Indiana, who was leader of the Democratic party and an anti-war Copperhead during the American Civil War. Daniel Voorhees was admitted to the bar in 1850, and began to practice in ...
1564480931-5971;https://prabook.com/web/search.html#pageNumber=187&nationality=United%20States&searchBy=text&id=;Martin Spinelli;https://prabook.com/web/show-profile-photo-icon.jpg?id=31000;October 14, 1967;NA;NA;United States;media educator;Martin Spinelli is a writer, radio producer and professor. Martin Spinelli began a career in radio as a teenager. In his twenties as a reporter, anchor and producer in Buffalo, New York, he produced award-winning news features for National Public ...
1564480995-6391;https://prabook.com/web/search.html#pageNumber=167&nationality=United%20States&searchBy=text&id=;Antonio Fernos-Isern;https://prabook.com/web/show-profile-photo-icon.jpg?id=3119;May 10, 1895;January 19, 1974;78;United States;cardiologist,senator;"Dr. Antonio Fern?s-Isern was an outstanding cardiologist and a senator. In 1937, Fernos-Isern joined Luis Mu?oz Mar?n organize the ""Popular Democratic Party"". In 1941, he served as the Director of civilian defense for the San Juan Metropolitan ..."
1564480421-3149;https://prabook.com/web/search.html#pageNumber=346&nationality=United%20States&searchBy=text&id=;Lido Anthony Iacocca;https://prabook.com/web/show-profile-photo-icon.jpg?id=31253;October 15, 1924;NA;NA;United States;businessman,retired automotive executive,retired automotive executive,venture capitalist;"Lido Anthony ""Lee"" Iacocca is an American businessman known for engineering the Ford Mustang and Ford Pinto cars, being let go from Ford Motor Company, and his revival of the Chrysler Corporation in the 1980s. He is the author (or co-author) of ..."
1564480443-3281;https://prabook.com/web/search.html#pageNumber=339&nationality=United%20States&searchBy=text&id=;Paul Whisnant;https://prabook.com/web/show-profile-photo-icon.jpg?id=313136;1971;NA;NA;United States;missionary;Dr. Paul Whisnant, Missionary. Founder of International Servants, Belize Mission, Grapevine, TX, 1990-Present. Full-time Missionary to Belize since 1990. CEO, International Servants, Grapevine, TX, since 1990. Citizen Liaison, United States Embassy, ...
1564480886-5676;https://prabook.com/web/search.html#pageNumber=201&nationality=United%20States&searchBy=text&id=;Louis Kelso;https://prabook.com/web/show-profile-photo-icon.jpg?id=31435;December 4, 1913;February 17, 1991;77;United States;banker,economist,economist,lawyer;Louis Orth Kelso was a lawyer and economist who sought to revolutionize capitalism through employee stock ownership plans, which he invented. Kelso created the ESOP in 1956 to enable the employees of a closely held newspaper chain to buy out its ...
1564480647-4539;https://prabook.com/web/search.html#pageNumber=276&nationality=United%20States&searchBy=text&id=;Moti Nissani;https://prabook.com/web/show-profile-photo-icon.jpg?id=319808;March 27, 1947;NA;NA;United States;educator,geneticist,geneticist,interdisciplinarian;Moti Nissani, USA interdisciplinarian, educator, geneticist. Former Member Association for Integrative Studies. Professor emeritus, Biology, Wayne State University, MI, USA Research assistant department psycholgoy Hebrew University, 1970-1971.
1564480430-3204;https://prabook.com/web/search.html#pageNumber=343&nationality=United%20States&searchBy=text&id=;Melissa Gilbert;https://prabook.com/web/show-profile-photo-icon.jpg?id=321322;May 8, 1964;NA;NA;United States;actor,executive;Melissa Ellen Gilbert is an American actress, writer, and producer, primarily in film and television. Gilbert is best known as a child actress who starred as Laura Ingalls Wilder, on the NBC series Little House on the Prairie (1974–1984). As an adult, ...
1564480151-1810;https://prabook.com/web/search.html#pageNumber=422&nationality=United%20States&searchBy=text&id=;Henry Clay Hansbrough;https://prabook.com/web/show-profile-photo-icon.jpg?id=322;January 30, 1848;November 16, 1933;85;United States;senator;"Henry Clay, who attended the wedding for his parents Elisha Hansbrough and Sarah Hagan, suggested to them that they name their first son after him, and they did. ""the wreck an historical and a critical study of the administrations of theodore"", ""the ..."
1564480867-5541;https://prabook.com/web/search.html#pageNumber=207&nationality=United%20States&searchBy=text&id=;Mark Rossi;https://prabook.com/web/show-profile-photo-icon.jpg?id=323568;April 3, 1965;NA;NA;United States;financial manager,political consultant,political consultant,writer;"Mark Antony Rossi, financial manager, political consultant, writer. Named Public Employee of Year, City of Jersey City, 1997; recipient Cold War Recognition certified, Department of Defense, 1999, Essay of Year award, Very Special Arts New Jersey, ..."
1564480151-1809;https://prabook.com/web/search.html#pageNumber=422&nationality=United%20States&searchBy=text&id=;Arthur Hardy;https://prabook.com/web/show-profile-photo-icon.jpg?id=324;August 13, 1847;March 14, 1930;82;United States;diplomat;engineer, educator, editor, diplomat, novelist, and poet His first duty was as assistant instructor of artillery tactics at West Point from July 6 to August 28 in the summer of 1869. He was then stationed in Fort Jefferson in the Dry Tortugas in ...
1564480927-5929;https://prabook.com/web/search.html#pageNumber=188&nationality=United%20States&searchBy=text&id=;Judith Rodin;https://prabook.com/web/show-profile-photo-icon.jpg?id=324700;September 9, 1944;NA;NA;United States;philanthropist,professor;Judith RODIN, American professor of psychology’, psychiatry and medicine. Judith Rodin is a philanthropist with a long history in higher education. She is currently the president of the Rockefeller Foundation, a position she has held since 2005. From ...
1564480554-3973;https://prabook.com/web/search.html#pageNumber=305&nationality=United%20States&searchBy=text&id=;Wayne Rogers;https://prabook.com/web/show-profile-photo-icon.jpg?id=32512;April 7, 1933;NA;NA;United States;actor,consultant,consultant,investment strategist,investment strategist,investor;Wayne Rogers is a veteran American actor, investor,. film and television actor, best known for playing the role of Capt. Trapper John McIntyre on M*A*S*H, as well as Dr. Charley Michaels in the hit 1979-1982 CBS-TV series House Calls. Also a ...
1564480363-2789;https://prabook.com/web/search.html#pageNumber=364&nationality=United%20States&searchBy=text&id=;Julia Grant;https://prabook.com/web/show-profile-photo-icon.jpg?id=3252;February 16, 1826;December 14, 1902;76;United States;first lady of the united states,president's wife;Julia Boggs Dent Grant was the wife of the 18th President of the United States, Ulysses S. Grant, and was First Lady of the United States from 1869 to 1877. She became the first First Lady to write a memoir, though she was unable to find a publisher, ...
1564480876-5606;https://prabook.com/web/search.html#pageNumber=204&nationality=United%20States&searchBy=text&id=;Janet Ann Napolitano;https://prabook.com/web/show-profile-photo-icon.jpg?id=325929;November 29, 1957;NA;NA;United States;governor,united states secretary of homeland security;She graduated from Sandia High School in Albuquerque in 1975 and was voted Most Likely to Succeed.. In 1978, she studied for a term at the London School of Economics as part of the Santa Clara's exchange programme through IES Abroad.
1564481123-7250;https://prabook.com/web/search.html#pageNumber=127&nationality=United%20States&searchBy=text&id=;Judson Harmon;https://prabook.com/web/show-profile-photo-icon.jpg?id=326;February 3, 1846;February 22, 1927;81;United States;governor;Judson Harmon was a Democratic politician from Ohio. He served as United States Attorney General under President Grover Cleveland and later served as the 45th Governor of Ohio. Harmon County, Oklahoma, is named for him. Judson Harmon was appointed ...
1564479942-764;https://prabook.com/web/search.html#pageNumber=486&nationality=United%20States&searchBy=text&id=;Edwin Washington Edwards;https://prabook.com/web/show-profile-photo-icon.jpg?id=326207;August 7, 1927;NA;NA;United States;governor;"Edwin EDWARDS, American politician. Crowley City Council 1954-1962, La. State Senate 1964-1966; National Resources and Environmental Manager Committee of Southern Governors’ Conference, Rural and Urban Development Committee of National Governors’ ..."
1564480995-6379;https://prabook.com/web/search.html#pageNumber=167&nationality=United%20States&searchBy=text&id=;Richard John Egan;https://prabook.com/web/show-profile-photo-icon.jpg?id=327198;February 28, 1936;August 28, 2009;73;United States;ambassador,information technology executive,information technology executive,political fundraiser;Richard John Egan, co-founder of storage giant EMC Corp. and longtime member of The Forbes 400, was an American businessman, political fundraiser and US Ambassador to Ireland.. Served as helicopter crewman in the United States Marine Corps during the ...
1564480940-6014;https://prabook.com/web/search.html#pageNumber=184&nationality=United%20States&searchBy=text&id=;Hugo Black;https://prabook.com/web/show-profile-photo-icon.jpg?id=3279;February 27, 1886;September 25, 1971;85;United States;justice,politician,politician,senator;American politician and associate justice of the U.S. Supreme Court.He was active in fraternal organizations, including the Masons, the Knights of Pythias, the Odd Fellows, and the Ku Klux Klan. In religious and racial matters Black shared the views ...
1564479910-574;https://prabook.com/web/search.html#pageNumber=496&nationality=United%20States&searchBy=text&id=;Edward Joseph Derwinski;https://prabook.com/web/show-profile-photo-icon.jpg?id=327918;September 15, 1926;January 15, 2012;85;United States;politician;Edward Joseph Derwinski, former United States Secretary of Veterans Affairs. Founder, 1st chairman of the Republican Study Committee With infantry Army of the United States, 1945-1946. Member of Veterans of Foreign Wars, Polish Highlanders, Catholic ...
1564480440-3262;https://prabook.com/web/search.html#pageNumber=340&nationality=United%20States&searchBy=text&id=;Robert Allan Ridley Parker;https://prabook.com/web/show-profile-photo-icon.jpg?id=328087;December 14, 1936;NA;NA;United States;astronaut,federal agency administrator;Robert Allan Ridley Parker (born December 14, 1936) is the former director of the NASA Management Office at the Jet Propulsion Laboratory and a retired NASA astronaut. He was a mission specialist on two space shuttle missions, STS-9 and STS-35.
1564480963-6147;https://prabook.com/web/search.html#pageNumber=177&nationality=United%20States&searchBy=text&id=;Edward Phelps;https://prabook.com/web/show-profile-photo-icon.jpg?id=3358;July 11, 1822;March 9, 1900;77;United States;diplomat,educator,educator,lawyer,lawyer,politician;Edward John Phelps was an american lawyer and diplomat, b. Middlebury, Vt. , was admitted to the bar in 1843, and practiced law in Vermont and later in New York City. . His Orations and Essays appeared in 1901. He died in 1900. He was admitted to the ...
1564480911-5832;https://prabook.com/web/search.html#pageNumber=193&nationality=United%20States&searchBy=text&id=;Charles Schwab;https://prabook.com/web/show-profile-photo-icon.jpg?id=33699;July 29, 1937;NA;NA;United States;executive,investor;"He is an american businessman, founder and chairman of the Charles Schwab Corporation. In 1963 Charles R. ""Chuck"" Schwab and two other partners launched Investment Indicator, an investment newsletter. At its height, the newsletter had 3,000 ..."
1564481018-6540;https://prabook.com/web/search.html#pageNumber=160&nationality=United%20States&searchBy=text&id=;Dennis Cantwell;https://prabook.com/web/show-profile-photo-icon.jpg?id=3375130;February 28, 1940;April 14, 1997;57;United States;educator,psychiatrist,psychiatrist,writer;Dennis Patrick Cantwell was a child psychiatrist, educator and author. He is known for his work with developmental disorders and the classification of diseases. Cantwell began his career in 1966, when he became an intern at the University of California.
1564480411-3112;https://prabook.com/web/search.html#pageNumber=349&nationality=United%20States&searchBy=text&id=;Edward Retilla Hays;https://prabook.com/web/show-profile-photo-icon.jpg?id=338;May 26, 1847;February 28, 1896;48;United States;congressman;Representative from Iowa He was admitted to the bar in 1869 and commenced practice in Knoxville, Iowa. He elected as a Republican to the Fifty-first Congress to fill the vacancy caused by the resignation of Edwin H. Conger and served from November 4, ...
1564480934-5987;https://prabook.com/web/search.html#pageNumber=186&nationality=United%20States&searchBy=text&id=;Jerome Kohlberg;https://prabook.com/web/show-profile-photo-icon.jpg?id=33838;July 10, 1925;NA;NA;United States;investor,lawyer;Jerome Kohlberg, Jr. is an American businessman and early pioneer in the private equity and leveraged buyout industries founding private equity firm Kohlberg Kravis Roberts & Co. and later Kohlberg & Company. Kohlberg dabbles in philanthropy through ...
1564481091-7032;https://prabook.com/web/search.html#pageNumber=137&nationality=United%20States&searchBy=text&id=;Austin Blair;https://prabook.com/web/show-profile-photo-icon.jpg?id=3387;February 8, 1818;August 6, 1894;76;United States;congressman,governor;He was known as a strong opponent of slavery and secession and championed human rights by leading the effort to ban capital punishment and supporting efforts to give women and black citizens the right to vote. Two years after leaving the Governor's ...
1564480477-3502;https://prabook.com/web/search.html#pageNumber=329&nationality=United%20States&searchBy=text&id=;Thomas Hedge;https://prabook.com/web/show-profile-photo-icon.jpg?id=339;June 24, 1844;November 28, 1920;76;United States;congressman;Thomas Hedge, American ex-congressman. Member 56th to 59th Congresses (1899-1907), 1st Iowa District. He was admitted to the bar in New York in 1869, and returned to Iowa to practice law in Burlington.. . For twenty years, he practiced in a ...
1564480376-2875;https://prabook.com/web/search.html#pageNumber=360&nationality=United%20States&searchBy=text&id=;Joanne Dobson;https://prabook.com/web/show-profile-photo-icon.jpg?id=3392209;March 27, 1942;NA;NA;United States;educator,author;Joanne Abele Dobson is an educator and writer. She worked as an English professor and literary scholar. Dobson taught as a visiting professor of English and American studies at Amherst College for a year from 1985. From 1986 to 1987, she worked as a ...
1564481219-7894;https://prabook.com/web/search.html#pageNumber=97&nationality=United%20States&searchBy=text&id=;Michael Asimow;https://prabook.com/web/show-profile-photo-icon.jpg?id=3403597;July 22, 1939;NA;NA;United States;lawyer,professor,professor,author;Michael R. Asimow is an American lawyer, professor and author. He was an associate at Irell & Manella, Los Angeles in 1964-1966. Since 1967 he had been a professor of law at the University of California in Los Angeles, California, United States. He ...
1564480404-3054;https://prabook.com/web/search.html#pageNumber=351&nationality=United%20States&searchBy=text&id=;Arian Foster;https://prabook.com/web/show-profile-photo-icon.jpg?id=340957;August 24, 1986;NA;NA;United States;football player;Arian Foster is an American football running back for the Houston Texans. Foster competed in football at Mission Bay Senior High School, where he initially played as a linebacker, but became a full-time running back in his senior year. He was Mission ...
1564480541-3908;https://prabook.com/web/search.html#pageNumber=309&nationality=United%20States&searchBy=text&id=;Megan Denise Fox;https://prabook.com/web/show-profile-photo-icon.jpg?id=340959;May 16, 1986;NA;NA;United States;actor;Megan Denise Fox is an American actress and model. Megan began her acting career in 2001, with several minor television and film roles, and played a regular role on the Hope & Faith television show. In 2004, she made her film debut with a role in ...
1564480579-4152;https://prabook.com/web/search.html#pageNumber=297&nationality=United%20States&searchBy=text&id=;Blake Austin Griffin;https://prabook.com/web/show-profile-photo-icon.jpg?id=340967;March 16, 1989;NA;NA;United States;basketball player;"Blake Griffin is an american basketball player who currently plays for the National Basketball Association team, ""Los Angeles Clippers"". Was the first player selected in the NBA Draft NBA 2009.Griffin in college playing basketball at a professional ..."
